timestamp_utc,strategy,regime,range_decision,trend_decision,trend_direction,notes
2026-01-10T21:41:59.445715+00:00,NO ACTIVE STRATEGY,DRIFT / TRANSITION,NO RANGE,NO TREND,,No validated range | No confirmed trend | Market between regimes | Standing down
